citation_name,date_signed,state,effective_date,expiration_date,prohibited_issuing_groups,vaccination_prohibition_groups,vaccination_requirement_details,vaccination_person_exact_term,vaccination_person_definition,vaccination_issuer_exact_term,vaccination_issuer_definition,vaccination_prohibition_exemptions
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,IHE students,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,IHE students,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,K-12 students,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Patrons of businesses,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Patrons of businesses,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Private business employees,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Private business employees,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Private business employees,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,School workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Visitors to government buildings,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Visitors to government buildings,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – health department,Visitors to government buildings,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Congregate facility workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Congregate facility workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Congregate facility workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Government workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Government workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Government workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Healthcare workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Healthcare workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Healthcare workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),IHE students,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),IHE students,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),IHE students,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),K-12 students,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Long-term care facility workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Long-term care facility workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Long-term care facility workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Patrons of businesses,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Patrons of businesses,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Private business employees,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Private business employees,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Private business employees,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),School workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Visitors to government buildings,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Visitors to government buildings,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – local (not school district),Visitors to government buildings,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Congregate facility workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Congregate facility workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Congregate facility workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Government workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Government workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Government workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Healthcare workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Healthcare workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Healthcare workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,IHE students,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,IHE students,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,IHE students,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,K-12 students,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Long-term care facility workers,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Long-term care facility workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Long-term care facility workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Patrons of businesses,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Patrons of businesses,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Private business employees,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Private business employees,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Private business employees,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,School workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Visitors to government buildings,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana

No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Visitors to government buildings,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – other,Visitors to government buildings,Prohibits requiring vaccination,[individual],individual,"[government entity, subdivisions, agents, assigns]","Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – state education department,IHE students,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – state education department,K-12 students,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – state education department,K-12 students,Prohibits requiring vaccination,[individual],any individual,"[government entity, subdivisions, agents, assigns]","No Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – state education department,K-12 students,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – state education department,School workers,Prohibits requiring vaccination,[individual],any individual,"[government entity, subdivisions, agents, assigns]","No Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – state education department,School workers,Prohibits issuance of vaccine passports,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivisions, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[Other (specify in notes)]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Government – state education department,School workers,Prohibits requiring vaccination,[individual],individual,"[department, agency, board, commission, executive branch entity, official, government entity, subdivision, agents, assigns]","No department, agency, board, commission, or other executive branch entity or official of the State of Montana; No Montana government entity, its subdivisions, agents, or assigns",[]
"Mont. Exec. Order No. 7-2021 (Apr. 13, 2021)",04/13/2021 12:00:00 AM,Montana,04/13/2021 12:00:00 AM,,Private businesses,Patrons of businesses,Prohibits requiring vaccination,"[patrons, customers]",patrons or customers,[],,[]
