citation_name,date_signed,state,effective_date,expiration_date,vaccination_mandate_group,vaccination_requirement_details,vaccination_testing_frequency,vaccination_person_exact_term,vaccination_person_definition,vaccination_religious_exemption,vaccination_medical_exemption,vaccination_enforcement,negative_test_option,negative_test_timeframe,requires_booster
Me. Rule. 10-144 CMR CH 264 (HCW Vaccine),08/12/2021 12:00:00 AM,Maine,09/17/2021 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[employee],"any person who performs any service for wages or other remuneration for a Designated Healthcare Facility, EMS Organization or Dental Health Practice. For purposes of this rule, independent contractors for any of the listed facilities in this definition are considered employees.",No,"Yes, requires specific supporting documentation","[Must show proof of vaccination - Other, Termination of employment]",,,
"Md. Health Order No. 21-12-15-02 (Dec. 15, 2021)",12/15/2021 12:00:00 AM,Maryland,12/15/2021 12:00:00 AM,2022-06-30T00:00:00,Congregate facility workers,Requires either vaccination or recurring testing,1,[Staff],"Staff of facilities listed in paragraph 5B. Staff includes, but is not limited to, regular and contractual employees, contractual staff, volunteers, and other state employees performing any duties at the facility. Facilities in 5B: i. All residential facilities operated by the Maryland Department of Health or any local health department ii. All state correctional facilities under the direction of the Secretary of the Department of Public Safety and Correctional Services in the Correctional Services Article iii. All state facilities operated by the Department of Juvenile Services under Title 9 of the Human Services Article iv. The Home maintained by the Department of Veterans Affairs under Title 9, Subtitle 9 of the State Government Article v. Other state congregate living facilities as identified by the Secretary of the Department of Health",No,No,[Must show proof of vaccination - Other],,,true
"Md. Health Order No. 21-08-18-01 (Aug. 18, 2021)",08/18/2021 12:00:00 AM,Maryland,10/15/2021 12:00:00 AM,2021-12-31T00:00:00,Congregate facility workers,Requires either vaccination or recurring testing,1,[congregate living facilities],"B. Facilities:
v. Other state congregate living facilities as identified by the Secretary of the Department of Health.

(below are the other facilities included in the section) 
i. All residential facilities operated by the Maryland Department of Health or any local health department;
ii. All state correctional facilities under the direction of the Secretary of the Department of Public Safety and Correctional Services in the Correctional Services Article;
iii. All state facilities operated by the Department of Juvenile Services under Title 9 of the Human Services Article;
iv. The Home maintained by the Department of Veterans Affairs under Title 9, Subtitle 9 of the State Government Article; and","Yes, requires unspecified supporting documentation","Yes, requires unspecified supporting documentation",[Must show proof of vaccination - Other],,,
"Md. Health Order No. 21-08-05-01 (Aug. 5, 2021)",08/05/2021 12:00:00 AM,Maryland,10/15/2021 12:00:00 AM,2021-12-31T00:00:00,Congregate facility workers,Requires either vaccination or recurring testing,1,[Staff],"Staff includes, but is not limited to, regular and contractual
employees, contractual staff, volunteers, and other state employees performing any duties at the facility.","Yes, no documentation requirement specified","Yes, no documentation requirement specified",[Must show proof of vaccination - Other],,,
"Md. Health Order No. 21-08-18-01 (Aug. 18, 2021)",08/18/2021 12:00:00 AM,Maryland,10/15/2021 12:00:00 AM,2021-12-31T00:00:00,Healthcare workers,Requires either vaccination or recurring testing,1,[staff],"includes, but is not limited to, regular and contractual employees, contractual staff, volunteers, and other state employees performing any duties at the facility.","Yes, requires unspecified supporting documentation","Yes, requires unspecified supporting documentation",[Must show proof of vaccination - Other],,,
"Md. Health Order No. 21-08-05-01 (Aug. 5, 2021)",08/05/2021 12:00:00 AM,Maryland,10/15/2021 12:00:00 AM,2021-12-31T00:00:00,Healthcare workers,Requires either vaccination or recurring testing,1,[Staff],"Staff includes, but is not limited to, regular and contractual
employees, contractual staff, volunteers, and other state employees performing any duties at the facility.","Yes, no documentation requirement specified","Yes, no documentation requirement specified",[Must show proof of vaccination - Other],,,
"Md. Health Order No. 21-12-15-02 (Dec. 15, 2021)",12/15/2021 12:00:00 AM,Maryland,12/15/2021 12:00:00 AM,2022-06-30T00:00:00,Long-term care facility workers,Requires either vaccination or recurring testing,1,[],"Staff of facilities listed in paragraph 5B. Staff includes, but is not limited to, regular and contractual employees, contractual staff, volunteers, and other state employees performing any duties at the facility.

Facilities in 5B:
i. All residential facilities operated by the Maryland Department of Health or any local health department
ii. All state correctional facilities under the direction of the Secretary of the Department of Public Safety and Correctional Services in the Correctional Services Article
iii. All state facilities operated by the Department of Juvenile Services under Title 9 of the Human Services Article
iv. The Home maintained by the Department of Veterans Affairs under Title 9, Subtitle 9 of the State Government Article
v. Other state congregate living facilities as identified by the Secretary of the Department of Health",No,No,[Must show proof of vaccination - Other],,,true
"Md. Health Order No. 21-08-18-01 (Aug. 18, 2021)",08/18/2021 12:00:00 AM,Maryland,10/15/2021 12:00:00 AM,2021-12-31T00:00:00,Long-term care facility workers,Requires either vaccination or recurring testing,1,[staff],"includes, but is not limited to, regular and contractual employees, contractual staff, volunteers, and other state employees performing any duties at the facility.","Yes, requires unspecified supporting documentation","Yes, requires unspecified supporting documentation",[Must show proof of vaccination - Other],,,
"Md. Health Order No. 21-08-05-01 (Aug. 5, 2021)",08/05/2021 12:00:00 AM,Maryland,10/15/2021 12:00:00 AM,2021-12-31T00:00:00,Long-term care facility workers,Requires either vaccination or recurring testing,1,[staff],"Staff includes, but is not limited to, regular and contractual
employees, contractual staff, volunteers, and other state employees performing any duties at the facility.","Yes, no documentation requirement specified","Yes, no documentation requirement specified",[Must show proof of vaccination - Other],,,
"Mass. Exec. Order 595 (Aug. 19, 2021)",08/19/2021 12:00:00 AM,Massachusetts,10/17/2021 12:00:00 AM,,Government workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[executive department employees],"executive department - the office of the Governor, any executive office of the Commonwealth, as defined by section 2 of chapter 6A of the General Laws, and any agency, bureau, department, office, or division of the Commonwealth within or reporting to such an executive office of the commonwealth. 

employee - any person who performs services for a Commonwealth executive department agency, bureau, department, office, or division of the Commonwealth for wage, remuneration, or other compensation, including full-time, part-time, seasonal, intermittent, temporary, post retiree and contract employees, and interns.","Yes, no documentation requirement specified","Yes, no documentation requirement specified","[Termination of employment, Must show proof of vaccination - Other]",,,
"Mass. Emerg. Order No. 2022-01 (Jan. 6, 2022)",01/06/2022 12:00:00 AM,Massachusetts,02/28/2022 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[personnel],"programs, facilities, and personnel subject to COVID-19 vaccination requirements as itemized and appearing in the regulations listed below, must insure that their eligible personnel have received a COVID-19 booster vaccination:
105 CMR 141, Licensure of Hospice Programs;
105 CMR 150, Standards for Long-Term care facilities;
105 CMR 159, COVID-19 Vaccinations for Certain Staff Providing Home Care Services in Massachusetts;
651 CMR 12, Certification Procedures and Standards for Assisted Living Residences; and
101 CMR 23.04(01)(a) COVID-19 Vaccinations for Staff at Certain Agency Facilities (specifically, staff a the Holyoke and Chelsea Soldier's Homes).
(Pulled from 105 CMR 150: For purposes of 105 CMR 150.002(D)(11), personnel means an individual or individuals who either work at or come to the licensed facility site and who are employed by or affiliated with the facility, whether directly, by contract with another entity, or as an independent contractor, paid or unpaid including, but not limited to, employees, members of the medical staff, contract employees or staff, students, and volunteers, whether or not such individual(s) provide direct care.)","Yes, requires unspecified supporting documentation","Yes, requires unspecified supporting documentation",[Must show proof of vaccination - Other],,,true
"105 Mass. Code Regs. 150.002 (Nov. 26, 2021)",11/26/2021 12:00:00 AM,Massachusetts,10/10/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[facility personnel],"1. For purposes of 105 CMR 150.002(D)(11), personnel means an individual or
individuals who either work at or come to the licensed facility site and who are
employed by or affiliated with the facility, whether directly, by contract with another
entity, or as an independent contractor, paid or unpaid including, but not limited to,
employees, members of the medical staff, contract employees or staff, students, and
volunteers, whether or not such individual(s) provide direct care.","Yes, no documentation requirement specified","Yes, requires unspecified supporting documentation",[],,,false
105 Mass. Code Regs. 150.002 (2021),09/08/2021 12:00:00 AM,Massachusetts,10/10/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[facility personnel],"For purposes of 105 CMR 150.002(D)(11), personnel means an individual or
individuals who either work at or come to the licensed facility site and who are
employed by or affiliated with the facility, whether directly, by contract with another
entity, or as an independent contractor, paid or unpaid including, but not limited to,
employees, members of the medical staff, contract employees or staff, students, and
volunteers, whether or not such individual(s) provide direct care.","Yes, no documentation requirement specified","Yes, requires unspecified supporting documentation",[],,,false
"Mass. Expanded HCW Vax Requirement (Sept. 1, 2021)",09/01/2021 12:00:00 AM,Massachusetts,10/31/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,"[rest home workers, assisted living residence workers, hospice program workers]",not specified,"Yes, no documentation requirement specified","Yes, no documentation requirement specified",[Must show proof of vaccination - Other],,,
"Mass. Order Comm. DPH (Aug. 4, 2021)",08/04/2021 12:00:00 AM,Massachusetts,10/10/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[nursing home personnel],"“Nursing home” means long-term care facilities licensed pursuant to G.L. c. 111, § 71 that 
provide Levels I, II and/or III care, as those terms are defined in 105 CMR 150.001.

“Personnel” means an individual or individuals employed by or affiliated with the facility, 
whether directly, by contract with another entity, or as an independent contractor, paid or unpaid 
including, but not limited to, employees, members of the medical staff, contract employees or 
staff, students, and volunteers who either work at or come to the licensed facility site, whether or 
not such individual(s) provide direct care.

"" For the purposes of this section and sections seventy-two, seventy-two A and seventy-three, a convalescent or nursing home is defined as any institution, however named, whether conducted for charity or profit, which is advertised, announced or maintained for the express or implied purpose of caring for four or more persons admitted thereto for the purpose of nursing or convalescent care"" G.L. c. 111, § 71","Yes, no documentation requirement specified","Yes, no documentation requirement specified",[],,,
"Minn. Press Release (Aug. 11, 2021) (Vaccinate or test requirement)",08/11/2021 12:00:00 AM,Minnesota,09/08/2021 12:00:00 AM,,Government workers,Requires either vaccination or recurring testing,1,[state agency employees],state agency employees,No,No,"[Exclusion from workplace, Adverse employment action]",,,
"Nev. Emerg. Rule E008-21A (Sept. 14, 2021)",09/14/2021 12:00:00 AM,Nevada,11/01/2021 12:00:00 AM,,Congregate facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,"[employee, contractor]","""employee"" means any person legally holding a position in the public service as defined in NRS 284.013 for the Department of Corrections
""contractor"" means any individual who is not employed in a State position, but who regularly completes work for the Department or Department of Corrections pursuant to contract
""Department"" means the Nevada Department of of Health and Human Services","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation",[],,,false
"Nev. DHHS Agenda and Emerg. Rule (Sept. 10, 2021)",09/10/2021 12:00:00 AM,Nevada,11/01/2021 12:00:00 AM,,Congregate facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,"[contractors, transfers, state employees working in institutions for vulnerable populations, Department of Corrections employees]","“Employee” means any person legally holding a position in the public service as defined in NRS 284.013, for the Department or Department of Corrections. 
“Contractor” means any individual who is not employed in a State position, but who regularly completes work for the Department or Department of Corrections pursuant contract.
“Transfer” means any individual employed by the State who has 
accepted an offer for a position within the Department or Department of Corrections.
“Institution for vulnerable populations” includes: 
1. Caliente Youth Center; 2. Desert Regional Center Intermediate Care Facility; 3. Desert Willow Treatment Center; 4. Lake’s Crossing Center; 
5. Northern Nevada Adult Mental Health Services Dini Townsend Hospital; 6. Nevada Youth Training Center; 7. Psychiatric Residential Treatment Facility (PRTF) – Enterprise; 8. Psychiatric Residential Treatment Facility (PRTF) – North; 9. Psychiatric Residential Treatment Facility (PRTF) – Oasis; 10. Southern Nevada Adult Mental Health Services Rawson-Neal Hospital; 11. Southern Nevada Adult Mental Health Services Stein Hospital; and 12. Summit View Youth Center.","Yes, requires unspecified supporting documentation","Yes, requires unspecified supporting documentation","[Must show proof of vaccination - Other, Termination of employment]",,,
"Nev. Governor's Memo (Mar. 22, 2022)",03/22/2022 12:00:00 AM,Nevada,03/25/2022 12:00:00 AM,,Government workers,Mandate Removed,,,,,,,,,
"Nev. Governor's Memo (July 30, 2021)",07/30/2021 12:00:00 AM,Nevada,08/15/2021 12:00:00 AM,,Government workers,Requires either vaccination or recurring testing,1,"[state employees, ]",state employees,"Yes, no documentation requirement specified","Yes, no documentation requirement specified",[Adverse employment action],,,
"Nev. Emerg. Rule E009-21A (Aug. 20, 2021)",08/20/2021 12:00:00 AM,Nevada,11/01/2021 12:00:00 AM,2021-12-18T00:00:00,IHE students,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[person],"a person enrolled in courses at a university, community college, or state college","Yes, no documentation requirement specified","Yes, requires specific supporting documentation","[Must show proof of vaccination - Other, Exclusion from school outright for unvaccinated students]",,,false
"N.J. Exec. Order No. 290 (Mar. 2, 2022)",03/02/2022 12:00:00 AM,New Jersey,05/11/2022 12:00:00 AM,,Congregate facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[covered workers],"""covered workers"" shall include employees, both full- and part-time, contactors, and other individuals working in covered settings, including individuals providing operational or custodial services or administrative support. ""covered settings"" shall be defined as follows: “Health care settings” shall include acute, pediatric, inpatient rehabilitation, and psychiatric hospitals, including specialty hospitals, and ambulatory surgical centers; long-term care facilities; intermediate care facilities; residential detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health care service firms operating within the State. “High-risk congregate settings” include State and county correctional facilities; all congregate care settings operated by the Juvenile Justice Commission, which includes secure care facilities and residential community homes; licensed community residences for individuals with individuals with intellectual and developmental disabilities (“IDD”) and traumatic brain injury (“TBI”); licensed community residences for adults with mental illness; certified day programs for individuals with IDD and TBI, and group homes and psychiatric community homes licensed by DCF.","Yes, no documentation requirement specified","Yes, no documentation requirement specified","[Adverse employment action, Termination of employment, Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,true
"N.J. Exec. Order No. 283 (Jan. 19, 2022)",01/19/2022 12:00:00 AM,New Jersey,03/30/2022 12:00:00 AM,,Congregate facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[covered workers],"“covered workers” shall include employees, both full- and part-time, contractors, and other individuals working in covered settings, including individuals providing operational or custodial services or administrative support. ""covered settings"" shall be defined as follows: “Health care settings” shall include acute, pediatric, inpatient rehabilitation, and psychiatric hospitals, including specialty hospitals, and ambulatory surgical centers; long-term care facilities; intermediate care facilities; residential detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health care service firms operating within the State. “High-risk congregate settings” include State and county correctional facilities; all congregate care settings operated by the Juvenile Justice Commission, which includes secure care facilities and residential community homes; licensed community residences for individuals with individuals with intellectual and developmental disabilities (“IDD”) and traumatic brain injury (“TBI”); licensed community residences for adults with mental illness; certified day programs for individuals with IDD and TBI, and group homes and psychiatric community homes licensed by DCF.","Yes, no documentation requirement specified","Yes, no documentation requirement specified","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Adverse employment action, Termination of employment]",,,true
"N.J. Exec. Order No. 281 (Jan. 11, 2022)",01/11/2022 12:00:00 AM,New Jersey,09/07/2021 12:00:00 AM,,Congregate facility workers,Requires either vaccination or recurring testing,1,[Workers in covered health care and high-risk congregate settings],"For purposes of this Order, “covered workers” shall include employees, both full- and part-time, contractors, and other individuals working in covered settings, including individuals providing operational or custodial services or administrative support. For purposes of this Order, covered settings shall be defined as follows: Health care facilities shall include acute, pediatric, inpatient rehabilitation, and psychiatric hospitals, including specialty hospitals, and ambulatory surgical centers; long term care facilities; intermediate care facilities; residential detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health care service firms operating within the State. High-risk congregate settings include State and county correctional facilities; secure care facilities operated by the Juvenile Justice Commission; licensed community residences for individuals with intellectual and developmental disabilities (“IDD”) and traumatic brain injury (“TBI”); licensed community residences for adults with mental illness; and certified day programs for individuals with IDD and TBI.",No,No,"[Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,false
"N.J. Exec. Order No. 252 (Aug. 6, 2021)",08/06/2021 12:00:00 AM,New Jersey,09/07/2021 12:00:00 AM,,Congregate facility workers,Requires either vaccination or recurring testing,1,[high-risk congregate settings],"High-risk congregate
settings include State and county correctional facilities; secure
care facilities operated by the Juvenile Justice Commission; licensed
community residences for individuals with intellectual and
developmental disabilities (“IDD”) and traumatic brain injury
(“TBI”); licensed community residences for adults with mental
illness; and certified day programs for individuals with IDD and TBI.
Long-term care facilities that are subject to New Jersey Department
of Health (“DOH”) Executive Directive No. 20-026 and all subsequent
supplemental directives, issued in reliance on the existence of the
Public Health Emergency, which remain in effect until January 11,
2022, pursuant to P.L.2021, c.103, must continue to follow any
additional requirements in those directives regarding testing.",No,No,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,
"N.J. Exec. Order No. 302 (Aug. 15, 2022)",08/15/2022 12:00:00 AM,New Jersey,09/01/2022 12:00:00 AM,,Government workers,Mandate Removed,,,,,,,,,
"N.J. Exec. Order No. 281 (Jan. 11, 2022)",01/11/2022 12:00:00 AM,New Jersey,10/20/2021 12:00:00 AM,,Government workers,Requires either vaccination or recurring testing,1,[covered workers],"""covered worker"" means any full-time or part-time workers for a covered contractor working on or in connection with a contract with an executive department or agency that requires such worker to enter, work at, or provide service in any place, site, installation, building, room, or facility in which any executive department or agency conducts official business or is within an executive department of agency's jurisdiction, custody, or control, or that related to offering services for State employees, their dependents, or the general public.",No,No,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,false
"N.J. Exec. Order No. 271 (Oct. 20, 2021)",10/20/2021 12:00:00 AM,New Jersey,10/20/2021 12:00:00 AM,,Government workers,Requires either vaccination or recurring testing,1,[covered worker],"""covered worker"" means any full-time or part-time workers for a covered contractor working on or in connection with a contract with an executive department or agency that requires such worker to enter, work at, or provide service in any place, site, installation, building, room, or facility in which any executive department or agency conducts official business or is within an executive department of agency's jurisdiction, custody, or control, or that related to offering services for State employees, their dependents, or the general public.",No,No,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,
"N.J. Exec. Order No. 290 (Mar. 2, 2022)",03/02/2022 12:00:00 AM,New Jersey,04/11/2022 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[covered workers],"""covered workers"" shall include employees, both full- and part-time, contactors, and other individuals working in covered settings, including individuals providing operational or custodial services or administrative support. ""covered settings"" shall be defined as follows: “Health care settings” shall include acute, pediatric, inpatient rehabilitation, and psychiatric hospitals, including specialty hospitals, and ambulatory surgical centers; long-term care facilities; intermediate care facilities; residential detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health care service firms operating within the State. “High-risk congregate settings” include State and county correctional facilities; all congregate care settings operated by the Juvenile Justice Commission, which includes secure care facilities and residential community homes; licensed community residences for individuals with individuals with intellectual and developmental disabilities (“IDD”) and traumatic brain injury (“TBI”); licensed community residences for adults with mental illness; certified day programs for individuals with IDD and TBI, and group homes and psychiatric community homes licensed by DCF.","Yes, no documentation requirement specified","Yes, no documentation requirement specified","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Termination of employment, Adverse employment action]",,,true
"N.J. Exec. Order No. 283 (Jan. 19, 2022)",01/19/2022 12:00:00 AM,New Jersey,02/28/2022 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[covered workers],"“covered workers” shall include employees, both full- and part-time, contractors, and other individuals working in covered settings, including individuals providing operational or custodial services or administrative support. ""covered settings"" shall be defined as follows: “Health care settings” shall include acute, pediatric, inpatient rehabilitation, and psychiatric hospitals, including specialty hospitals, and ambulatory surgical centers; long-term care facilities; intermediate care facilities; residential detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health care service firms operating within the State. “High-risk congregate settings” include State and county correctional facilities; all congregate care settings operated by the Juvenile Justice Commission, which includes secure care facilities and residential community homes; licensed community residences for individuals with individuals with intellectual and developmental disabilities (“IDD”) and traumatic brain injury (“TBI”); licensed community residences for adults with mental illness; certified day programs for individuals with IDD and TBI, and group homes and psychiatric community homes licensed by DCF.","Yes, no documentation requirement specified","Yes, no documentation requirement specified","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Adverse employment action, Termination of employment]",,,true
"N.J. Exec. Order No. 281 (Jan. 11, 2022)",01/11/2022 12:00:00 AM,New Jersey,09/07/2021 12:00:00 AM,,Healthcare workers,Requires either vaccination or recurring testing,1,"[Workers in covered health care and high-risk congregate settings, ]","For purposes of this Order, “covered workers” shall include employees, both full- and part-time, contractors, and other individuals working in covered settings, including individuals providing operational or custodial services or administrative support. For purposes of this Order, covered settings shall be defined as follows: Health care facilities shall include acute, pediatric, inpatient rehabilitation, and psychiatric hospitals, including specialty hospitals, and ambulatory surgical centers; long term care facilities; intermediate care facilities; residential detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health care service firms operating within the State. High-risk congregate settings include State and county correctional facilities; secure care facilities operated by the Juvenile Justice Commission; licensed community residences for individuals with intellectual and developmental disabilities (“IDD”) and traumatic brain injury (“TBI”); licensed community residences for adults with mental illness; and certified day programs for individuals with IDD and TBI.",No,No,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,false
"N.J. Exec. Order No. 252 (Aug. 6, 2021)",08/06/2021 12:00:00 AM,New Jersey,09/07/2021 12:00:00 AM,,Healthcare workers,Requires either vaccination or recurring testing,1,"[Workers in covered health care and high-risk congregate settings , ]","For purposes of this Order, “covered workers” shall include
employees, both full- and part-time, contractors, and other
individuals working in covered settings, including individuals
providing operational or custodial services or administrative
support. 




For purposes of this Order, covered settings shall be
defined as follows: Health care facilities shall include acute,
pediatric, inpatient rehabilitation, and psychiatric hospitals,
including specialty hospitals, and ambulatory surgical centers; long term care facilities; intermediate care facilities; residential
detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health
care service firms operating within the State. High-risk congregate
settings include State and county correctional facilities; secure
care facilities operated by the Juvenile Justice Commission; licensed
community residences for individuals with intellectual and
developmental disabilities (“IDD”) and traumatic brain injury
(“TBI”); licensed community residences for adults with mental
illness; and certified day programs for individuals with IDD and TBI.
Long-term care facilities that are subject to New Jersey Department
of Health (“DOH”) Executive Directive No. 20-026 and all subsequent
supplemental directives, issued in reliance on the existence of the
Public Health Emergency, which remain in effect until January 11,
2022, pursuant to P.L.2021, c.103, must continue to follow any
additional requirements in those directives regarding testing.",No,No,"[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,
"N.J. Exec. Order No. 290 (Mar. 2, 2022)",03/02/2022 12:00:00 AM,New Jersey,04/11/2022 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[covered workers],"""covered workers"" shall include employees, both full- and part-time, contactors, and other individuals working in covered settings, including individuals providing operational or custodial services or administrative support. ""covered settings"" shall be defined as follows: “Health care settings” shall include acute, pediatric, inpatient rehabilitation, and psychiatric hospitals, including specialty hospitals, and ambulatory surgical centers; long-term care facilities; intermediate care facilities; residential detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health care service firms operating within the State. “High-risk congregate settings” include State and county correctional facilities; all congregate care settings operated by the Juvenile Justice Commission, which includes secure care facilities and residential community homes; licensed community residences for individuals with individuals with intellectual and developmental disabilities (“IDD”) and traumatic brain injury (“TBI”); licensed community residences for adults with mental illness; certified day programs for individuals with IDD and TBI, and group homes and psychiatric community homes licensed by DCF.","Yes, no documentation requirement specified","Yes, no documentation requirement specified","[Must show proof of vaccination - 3rd party app, Must show proof of vaccination - IIS, Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Termination of employment, Adverse employment action]",,,true
"N.J. Exec. Order No. 283 (Jan. 19, 2022)",01/19/2022 12:00:00 AM,New Jersey,02/28/2022 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[covered workers],"""covered workers"" shall include employees, both full- and part-time, contactors, and other individuals working in covered settings, including individuals providing operational or custodial services or administrative support. ""covered settings"" shall be defined as follows: “Health care settings” shall include acute, pediatric, inpatient rehabilitation, and psychiatric hospitals, including specialty hospitals, and ambulatory surgical centers; long-term care facilities; intermediate care facilities; residential detox, short-term, and long-term residential substance abuse disorder treatment facilities; clinic-based settings like ambulatory care, urgent care clinics, dialysis centers, Federally Qualified Health Centers, family planning sites, and Opioid Treatment Programs; community-based healthcare settings including Program of All-inclusive Care for the Elderly, pediatric and adult medical day care programs, and licensed home health agencies and registered health care service firms operating within the State. “High-risk congregate settings” include State and county correctional facilities; all congregate care settings operated by the Juvenile Justice Commission, which includes secure care facilities and residential community homes; licensed community residences for individuals with individuals with intellectual and developmental disabilities (“IDD”) and traumatic brain injury (“TBI”); licensed community residences for adults with mental illness; certified day programs for individuals with IDD and TBI, and group homes and psychiatric community homes licensed by DCF.","Yes, no documentation requirement specified","Yes, no documentation requirement specified","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Adverse employment action, Termination of employment]",,,true
